CPU,Bucket_CPU,Data_Gen,Init,Split,Sort,Merge,Total
2,150,0.0610669,0.00191198,0.469111,0.932919,0.0270931,1.43104
2,200,0.0610772,0.00252554,0.43092,0.909159,0.0272114,1.36982
2,500,0.0607335,0.00503542,0.399759,0.832903,0.0271937,1.2649
2,1000,0.0606174,0.00820455,0.393806,0.775291,0.0272498,1.20456
2,2500,0.0612939,0.0180065,0.399593,0.699226,0.0275964,1.14443
3,1,0.0413381,4.97978e-05,1.3203,0.884716,0.0186578,2.22373
3,2,0.0413212,7.81277e-05,1.11622,0.84,0.0188288,1.97513
3,4,0.040804,0.000124663,0.836588,0.80222,0.0186331,1.65757
3,6,0.0413872,0.000175661,0.754896,0.782572,0.0192502,1.5569
3,8,0.0414424,0.000235807,0.726474,0.765229,0.019204,1.51115
3,12,0.0409771,0.000322427,0.675617,0.741495,0.0193543,1.4368
3,15,0.041008,0.000362222,0.607979,0.729531,0.019136,1.35702
3,20,0.0411312,0.000448643,0.611885,0.714075,0.0184457,1.34486
3,25,0.041333,0.000553264,0.70903,0.700932,0.0194293,1.42995
3,30,0.0411897,0.000650729,0.611372,0.690695,0.0189301,1.32166
3,35,0.0409027,0.000733875,0.580755,0.68214,0.0190184,1.28265
3,45,0.041164,0.000917532,0.550042,0.668753,0.0190253,1.23875
3,60,0.0415823,0.00120737,0.557796,0.652244,0.0190492,1.2303
3,80,0.0411661,0.00154595,0.475867,0.635929,0.0191322,1.13248
3,100,0.0411182,0.00195058,0.414339,0.624359,0.018796,1.05945
3,150,0.0411225,0.00288574,0.391205,0.601636,0.0186785,1.01441
3,200,0.0408413,0.00374154,0.37899,0.586293,0.018971,0.988004
3,500,0.0403875,0.00666486,0.303553,0.535049,0.0194278,0.864703
3,1000,0.0409408,0.0113958,0.29619,0.495654,0.0188889,0.822137
3,2500,0.0404212,0.0258697,0.293372,0.444803,0.0198479,0.783906
4,1,0.0311624,5.29112e-05,1.32946,0.646681,0.0149205,1.99112
4,2,0.0313006,8.92356e-05,1.01611,0.618248,0.0149102,1.64936
4,4,0.0304845,0.000146661,0.916791,0.589668,0.0148187,1.52143
4,6,0.0312347,0.000212738,0.65532,0.572863,0.0151947,1.2436
4,8,0.0312609,0.000267398,0.676174,0.559898,0.0151819,1.25153
4,12,0.031017,0.000374298,0.651132,0.544067,0.0151105,1.21069
4,15,0.0304286,0.000501642,0.511666,0.535678,0.0147134,1.06257
4,20,0.030994,0.000588543,0.721391,0.525592,0.0142139,1.26179
4,25,0.0314149,0.000730825,0.452057,0.512598,0.0148982,0.980291
4,30,0.0310391,0.000840671,0.424367,0.505395,0.0150177,0.945628
4,35,0.0314374,0.000944979,0.410606,0.499772,0.0148738,0.926204
4,45,0.031356,0.00120899,0.468666,0.488063,0.0149527,0.972897
4,60,0.0313419,0.00159317,0.399281,0.476409,0.0149245,0.892215
4,80,0.0311662,0.00206443,0.413154,0.464802,0.0146751,0.894704
4,100,0.0315047,0.0025515,0.336913,0.455203,0.0148206,0.809495
4,150,0.031508,0.00377449,0.336193,0.438581,0.0150604,0.793617
4,200,0.0309926,0.00410609,0.281533,0.427171,0.015127,0.727944
4,500,0.0314185,0.00820748,0.240921,0.388364,0.015133,0.652633
4,1000,0.0315323,0.0147742,0.233737,0.363222,0.0177501,0.629494
4,2500,0.0312409,0.0338435,0.228474,0.320742,0.0154572,0.598526
