mode,CPU,size,time,pi
scale,1,5,0.0535044670105,3.13456
scale,2,5,0.0548560619354,3.14076
scale,3,5,0.0566339492798,3.13650666667
scale,4,5,0.0545213222504,3.14124
scale,1,6,0.560806512833,3.145328
scale,2,6,0.560136079788,3.141882
scale,3,6,0.56981921196,3.141368
scale,4,6,0.575962543488,3.140691
scale,1,7,5.61586833,3.1422104
scale,2,7,5.64930796623,3.1416052
scale,3,7,5.66582512856,3.1418584
scale,4,7,5.72743010521,3.1412047

